analysis_id,prevalence_start_date,prevalence_end_date,n_cases,n_population,prevalence,prevalence_95CI_lower,prevalence_95CI_upper,population_obscured,cases_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_type,analysis_interval,analysis_complete_database_intervals,analysis_time_point,analysis_full_contribution,analysis_min_cell_count,denominator_cohort_id,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,gap_era,cdm_name
19,2017-10-01,2017-10-31,205,6509,0.031494853280073745,0.027520560936907863,0.0360218209001636,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2017-11-01,2017-11-30,205,6488,0.03159679408138101,0.027609808609102452,0.03613812199668785,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2017-12-01,2017-12-31,202,6381,0.03165648017552108,0.027634462207028823,0.03624205868250069,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-01-01,2018-01-31,179,6366,0.02811812755262331,0.024333138602041976,0.03247227188735584,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-02-01,2018-02-28,175,6352,0.027550377833753147,0.023801798271701265,0.03187005275120771,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-03-01,2018-03-31,170,6348,0.026780088216761186,0.02308580368547692,0.031046759453863933,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-04-01,2018-04-30,177,6341,0.02791357829995269,0.02413613708645417,0.032262665175691804,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-05-01,2018-05-31,179,6348,0.02819785759294266,0.024402260915686577,0.03256412610239793,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-06-01,2018-06-30,170,6291,0.02702273088539183,0.023295344249882565,0.031327391059659454,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-07-01,2018-07-31,168,6225,0.026987951807228915,0.023244826007508337,0.0313145107595951,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-08-01,2018-08-31,171,6201,0.027576197387518143,0.02378366214939183,0.03195369409345817,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-09-01,2018-09-30,175,6169,0.02836764467498784,0.024509162165595462,0.032813136030654444,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-10-01,2018-10-31,173,6170,0.028038897893030795,0.024204206615877806,0.03246091203903492,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-11-01,2018-11-30,173,6083,0.028439914515863883,0.024551019426470286,0.03292402098446803,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2018-12-01,2018-12-31,175,6091,0.028730914463963225,0.0248236050155732,0.03323228720268965,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-01-01,2019-01-31,151,6076,0.024851876234364714,0.021227528971070872,0.029076654269920767,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-02-01,2019-02-28,150,6073,0.02469948954388276,0.02108608429753446,0.02891381464333067,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-03-01,2019-03-31,153,6075,0.025185185185185185,0.021534960124637632,0.029435518529826885,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-04-01,2019-04-30,149,6067,0.024559090159881326,0.020954918812778296,0.028764952949336387,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-05-01,2019-05-31,147,6061,0.024253423527470716,0.020671425248059497,0.0284380957250756,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-06-01,2019-06-30,153,5974,0.025610980917308335,0.021899680805839216,0.029931981334263693,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-07-01,2019-07-31,151,5947,0.025390953421893393,0.021688792257884615,0.029705865277035524,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-08-01,2019-08-31,153,5848,0.02616279069767442,0.02237237222152731,0.03057531287914451,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-09-01,2019-09-30,149,5858,0.025435302150904747,0.021703857194827453,0.029788743030054722,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-10-01,2019-10-31,146,5834,0.025025711347274597,0.021319156497254202,0.02935735825696066,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-11-01,2019-11-30,146,5716,0.025542337298810357,0.021760049128958275,0.029961919207151893,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2019-12-01,2019-12-31,146,5683,0.025690656343480556,0.02188663167187031,0.030135472507211918,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-01-01,2020-01-31,135,5713,0.02363031682128479,0.02000000394059327,0.02790082745261872,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-02-01,2020-02-29,130,5681,0.02288329519450801,0.01930529142802082,0.02710610996846199,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-03-01,2020-03-31,129,5657,0.022803606151670496,0.019225309842349693,0.027029555397286034,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-04-01,2020-04-30,128,5608,0.02282453637660485,0.01923019383514695,0.027072158205157973,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-05-01,2020-05-31,127,5616,0.022613960113960115,0.019039668700837793,0.026840888733037103,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-06-01,2020-06-30,126,5620,0.022419928825622777,0.01886318766127172,0.02662910807537649,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-07-01,2020-07-31,128,5573,0.02296788085411807,0.01935116884543352,0.027241774622541893,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-08-01,2020-08-31,125,5495,0.022747952684258416,0.019126456655703485,0.02703625974949618,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-09-01,2020-09-30,120,5351,0.022425714819659878,0.018787818946150343,0.026748815648143645,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-10-01,2020-10-31,118,5279,0.022352718317863233,0.018698635245779936,0.02670145118313113,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-11-01,2020-11-30,114,5188,0.02197378565921357,0.018324191578774303,0.026330765753716352,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2020-12-01,2020-12-31,110,5199,0.021157914983650702,0.01758511835141631,0.025437806831360897,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-01-01,2021-01-31,94,5205,0.018059558117195004,0.014781182828313326,0.02204878413023717,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-02-01,2021-02-28,96,5151,0.018637157833430402,0.015286630833359719,0.022705121267101197,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-03-01,2021-03-31,98,5088,0.019261006289308175,0.015831223825725212,0.023416160531559708,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-04-01,2021-04-30,97,5063,0.019158601619593128,0.015731079428551713,0.023315229880431807,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-05-01,2021-05-31,93,4991,0.018633540372670808,0.015235356740637425,0.0227721476788355,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-06-01,2021-06-30,94,4885,0.01924257932446264,0.015750996732716478,0.023489682359988422,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-07-01,2021-07-31,93,4875,0.019076923076923078,0.015598457205182738,0.02331271882359978,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-08-01,2021-08-31,90,4848,0.018564356435643563,0.015128361266515133,0.022762707594869157,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-09-01,2021-09-30,89,4830,0.018426501035196687,0.014998670691476642,0.022619745297089464,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-10-01,2021-10-31,91,4805,0.01893860561914672,0.015451209665263132,0.02319457652089018,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-11-01,2021-11-30,91,4747,0.01917000210659364,0.01564030092758455,0.023477287068463994,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
19,2021-12-01,2021-12-31,87,4703,0.018498830533701893,0.015022328974394625,0.022761280347609724,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
2,2017-01-01,2017-12-31,1427,25269,0.05647235743401005,0.053693096688113146,0.059386450124113394,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,1,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
2,2018-01-01,2018-12-31,1217,23573,0.05162686123955373,0.04887452897345612,0.05452530357318197,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,1,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
2,2019-01-01,2019-12-31,1111,22758,0.04881799806661394,0.046093699595664596,0.051694586244369393,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,1,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
2,2020-01-01,2020-12-31,962,21341,0.04507755025537697,0.04237488210339575,0.04794396437480186,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,1,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
2,2021-01-01,2021-12-31,809,19449,0.041595968944418735,0.0388792339141656,0.04449375106871908,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,1,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
20,2017-01-01,2017-12-31,262,7134,0.036725539669189795,0.032604360960758826,0.041345370462374166,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
20,2018-01-01,2018-12-31,212,6602,0.03211148136928203,0.02812352203763062,0.036643617998617595,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
20,2019-01-01,2019-12-31,175,6325,0.02766798418972332,0.023903584727925108,0.03200577263597833,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
20,2020-01-01,2020-12-31,150,5909,0.025385005923168048,0.02167233768838337,0.029714370535871094,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
20,2021-01-01,2021-12-31,116,5351,0.021678190992337882,0.01810570373030921,0.02593695572736853,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,years,TRUE,start,FALSE,5,10,denominator_cohort_10,40 to 59,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-01-01,2017-01-31,156,3525,0.04425531914893617,0.03794776539692486,0.05155511040703528,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-02-01,2017-02-28,154,3497,0.04403774663997712,0.03772303352428941,0.05135311073667982,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-03-01,2017-03-31,155,3479,0.04455303248059787,0.038184894417643826,0.05192585639642345,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-04-01,2017-04-30,153,3465,0.04415584415584416,0.03780538989803058,0.05151591881523395,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-05-01,2017-05-31,153,3474,0.04404145077720207,0.03770715018613958,0.05138301176901713,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-06-01,2017-06-30,151,3424,0.04410046728971963,0.03771911270783188,0.051503642339280196,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-07-01,2017-07-31,151,3390,0.04454277286135693,0.03809858837269024,0.05201801328110921,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-08-01,2017-08-31,143,3402,0.042034097589653145,0.03579161902908032,0.04930965838653213,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-09-01,2017-09-30,151,3370,0.044807121661721065,0.038325397462120055,0.05232541187602802,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-10-01,2017-10-31,151,3367,0.04484704484704485,0.03835965195910427,0.052371835284349265,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-11-01,2017-11-30,154,3364,0.045778834720570746,0.03921917252940431,0.053374692898539744,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2017-12-01,2017-12-31,148,3310,0.04471299093655589,0.0381843509582575,0.052297183100224444,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-01-01,2018-01-31,130,3313,0.039239360096589196,0.03314372460419899,0.04640227181930905,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-02-01,2018-02-28,128,3307,0.03870577562745691,0.03264878890842067,0.045833210925315976,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-03-01,2018-03-31,125,3306,0.03781004234724743,0.03182638211904536,0.04486655377497131,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-04-01,2018-04-30,129,3302,0.03906723198061781,0.03297636014949058,0.04622933137635224,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-05-01,2018-05-31,131,3304,0.039648910411622273,0.033512302565710056,0.04685474710403785,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-06-01,2018-06-30,130,3276,0.03968253968253968,0.03351915465894842,0.04692420278173759,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-07-01,2018-07-31,127,3238,0.03922174181593576,0.033063157575280056,0.04647233547578691,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-08-01,2018-08-31,128,3229,0.03964075565190461,0.033439777289677876,0.046935787714206194,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-09-01,2018-09-30,126,3216,0.03917910447761194,0.03300476426672453,0.04645301714664952,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-10-01,2018-10-31,126,3221,0.039118286246507296,0.032953380766942514,0.046381204231308495,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-11-01,2018-11-30,126,3176,0.039672544080604534,0.03342167403637046,0.04703562615732469,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2018-12-01,2018-12-31,128,3181,0.040238918579063185,0.03394587831580684,0.047641058484780424,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2019-01-01,2019-01-31,113,3175,0.03559055118110236,0.029686975516789532,0.04261655449504129,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2019-02-01,2019-02-28,111,3168,0.035037878787878785,0.02917720768360771,0.042024793347258144,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2019-03-01,2019-03-31,115,3169,0.036289050173556325,0.030319240070686784,0.04338171910286426,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2019-04-01,2019-04-30,110,3167,0.03473318598042311,0.02889878712252237,0.041694921748669726,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2019-05-01,2019-05-31,106,3165,0.033491311216429696,0.02776714789475918,0.04034653391153131,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2019-06-01,2019-06-30,111,3112,0.035668380462724934,0.029703717813942536,0.042777973506183946,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
21,2019-07-01,2019-07-31,109,3095,0.03521809369951535,0.029278714631470255,0.04230980055030315,FALSE,FALSE,FALSE,1,prevalent_simvastatin,period,months,TRUE,start,FALSE,5,11,denominator_cohort_11,40 to 59,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
