group_name,group_level,strata_name,strata_level,variable,variable_level,variable_type,estimate_type,estimate,cdm_name,result_type
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,median,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,q75,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,q95,13,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,max,64,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,mean,4.03049816020379,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,sd,4.75241196380591,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_exposures,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,q25,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,median,180,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,q75,360,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,q95,810,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,max,2040,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,mean,252.618550129263,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,sd,273.369460035767,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,count_missing,27,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_quantity,NA,numeric,percentage_missing,0.0955278799886782,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,q75,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,q95,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,max,540,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,mean,66.9417348492898,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,sd,34.1782645425063,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,count_missing,31,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_quantity,NA,numeric,percentage_missing,0.109680158505519,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,max,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,mean,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,sd,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_duration_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,median,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,q75,3,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,q95,6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,max,31,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,mean,2.23814746674215,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,sd,2.21715056362433,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,number_eras,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,max,100,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,mean,0.138443949829458,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,sd,3.38557680036569,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,impute_daily_dose_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,min,0.666666666666667,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,q05,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,q25,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,median,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,q75,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,q95,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,max,500,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,mean,25.5184145306244,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,sd,16.290234763048,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,count_missing,31,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,initial_daily_dose_milligram,NA,numeric,percentage_missing,0.109680158505519,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,min,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,q05,300,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,q25,1200,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,median,3600,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,q75,7200,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,q95,21967.9999999999,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,max,112800,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,mean,6015.72476249883,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,sd,8217.99989831476,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,count_missing,27,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,60 to 79,cumulative_dose_milligram,NA,numeric,percentage_missing,0.0955278799886782,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number subjects,NA,numeric,count,6336,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number records,NA,NA,count,6336,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,q05,8.75,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,q25,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,median,156,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,q75,330,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,q95,751,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,max,1460,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,mean,245.369791666667,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,sd,260.986175557978,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,duration,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,median,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,q75,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,q95,14,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,max,56,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,mean,4.12784090909091,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,sd,5.03431710127458,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_exposures,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,q05,14,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,q25,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,median,180,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,q75,360,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,q95,810,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,max,1980,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,mean,262.697077409163,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,sd,284.607578527145,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,count_missing,6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_quantity,NA,numeric,percentage_missing,0.0946969696969697,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,q05,7,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,q75,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,q95,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,max,540,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,mean,67.7735029230526,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,sd,35.2179204757455,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,count_missing,7,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_quantity,NA,numeric,percentage_missing,0.110479797979798,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,max,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,mean,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,sd,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_duration_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,median,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,q75,3,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,q95,6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,max,25,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,mean,2.13731060606061,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,sd,1.98854413525511,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,number_eras,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,max,100,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,mean,0.115740740740741,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,sd,3.22838228547982,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,impute_daily_dose_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,min,0.714285714285714,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,q05,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,q25,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,median,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,q75,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,q95,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,max,840,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,mean,26.0897768726813,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,sd,20.2944831292067,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,count_missing,7,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,initial_daily_dose_milligram,NA,numeric,percentage_missing,0.110479797979798,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,min,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,q05,140,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,q25,1200,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,median,3600,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,q75,7200,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,q95,21600,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,max,104040,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,mean,6216.02118606975,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,sd,8124.91991430217,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,count_missing,6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group,80 to 150,cumulative_dose_milligram,NA,numeric,percentage_missing,0.0946969696969697,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number subjects,NA,numeric,count,30539,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number records,NA,NA,count,30539,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,q05,26,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,q25,63,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,median,103,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,q75,283,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,q95,722,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,max,1460,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,mean,214.925799796981,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,sd,243.359253581405,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,duration,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,median,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,q75,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,q95,13,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,max,64,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,mean,3.99053669078883,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,sd,4.90271545229751,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,number_exposures,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,q25,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,median,120,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,q75,300,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,q95,780,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,max,2040,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,mean,231.77075001639,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,sd,260.400152400637,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,count_missing,33,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,cumulative_quantity,NA,numeric,percentage_missing,0.108058548086054,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,q75,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,q95,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,max,450,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,mean,63.0293278688525,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,sd,34.3860524607046,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,count_missing,39,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,initial_quantity,NA,numeric,percentage_missing,0.127705556828973,PHARMETRICS,Summary drug use
cohort_name,simvastatin,sex,Female,impute_duration_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
