analysis_id,prevalence_start_date,prevalence_end_date,n_cases,n_population,prevalence,prevalence_95CI_lower,prevalence_95CI_upper,population_obscured,cases_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_lookback_days,analysis_type,analysis_interval,analysis_complete_database_intervals,analysis_time_point,analysis_full_contribution,analysis_min_cell_count,denominator_cohort_id,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,cdm_name
15,2020-01-01,2020-01-31,16231,946066,0.017156308333668054,0.01689659955585451,0.017419938226133146,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-02-01,2020-02-29,16230,955738,0.016981641412186183,0.0167245465259362,0.017242619135942414,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-03-01,2020-03-31,16399,956239,0.01714947832079637,0.016891195304585476,0.017411640791713038,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-04-01,2020-04-30,16154,946873,0.017060366068099946,0.016801487145146458,0.017323163542306143,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-05-01,2020-05-31,14136,768603,0.01839180955577847,0.018093822627197883,0.01869461059199252,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-06-01,2020-06-30,14200,773026,0.0183693692062104,0.018072408634209128,0.01867111656427283,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-07-01,2020-07-31,14050,770429,0.018236592859303062,0.017940202267363294,0.018537787696831176,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-08-01,2020-08-31,13138,726627,0.018080803493401704,0.01777697651841478,0.018389725965696626,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-09-01,2020-09-30,13122,724959,0.018100333949919927,0.017795997906064016,0.018409777007865308,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-10-01,2020-10-31,13102,723489,0.01810946676452579,0.01780474816921859,0.018419302653421617,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-11-01,2020-11-30,13050,728753,0.017907301925343705,0.017605360041101588,0.018214326270955795,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2020-12-01,2020-12-31,14487,813636,0.017805259354305856,0.017520181075943463,0.018094890829661217,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-01-01,2021-01-31,12021,740543,0.01623268331481089,0.015947366998195326,0.01652301855020864,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-02-01,2021-02-28,11692,729374,0.01603018478859954,0.015744497263572424,0.016320970220390245,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-03-01,2021-03-31,11743,732030,0.016041692280371025,0.01575641729991177,0.01633204655035146,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-04-01,2021-04-30,11694,732204,0.015970958913089795,0.015686342692567693,0.016260653958295474,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-05-01,2021-05-31,11634,731290,0.01590887336077343,0.015624631177697133,0.0161982013685156,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-06-01,2021-06-30,11590,730852,0.01585820384975344,0.015574327321262963,0.016147169783480315,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-07-01,2021-07-31,11617,733181,0.015844655003334783,0.015561345985551782,0.01613303740156827,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-08-01,2021-08-31,11601,732907,0.015828747712874895,0.015545527525089598,0.016117043344554896,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-09-01,2021-09-30,11489,731779,0.015700095247335604,0.015417805316428305,0.015987469796344262,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-10-01,2021-10-31,11482,729807,0.015732926650470602,0.015449965552309626,0.01602098576010198,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-11-01,2021-11-30,11354,728172,0.015592469910955104,0.015310453234064245,0.015879597528015422,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
15,2021-12-01,2021-12-31,11298,728817,0.01550183379366837,0.015220756087697938,0.015788018872118594,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
16,2018-01-01,2018-12-31,39259,1379487,0.028459130096912838,0.02818296114577096,0.028737925241400213,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
16,2019-01-01,2019-12-31,30046,1261052,0.023826138811087885,0.023561407884247855,0.024093770802605802,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
16,2020-01-01,2020-12-31,23894,1184204,0.02017726675471456,0.01992557453905206,0.02043207196998146,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
16,2021-01-01,2021-12-31,16468,848217,0.01941484313565986,0.019123379672996054,0.019710659587544626,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,8,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-01-01,2018-01-31,20910,1338970,0.015616481325197726,0.015407858419547848,0.01582788358214305,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-02-01,2018-02-28,20413,1334810,0.015292813209370622,0.015086025400096039,0.01550239089486662,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-03-01,2018-03-31,20454,1334136,0.015331270575113782,0.01512417319756136,0.01554115901685289,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-04-01,2018-04-30,17950,1255781,0.014293893600874675,0.014087768270799796,0.014502990490957435,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-05-01,2018-05-31,17956,1260393,0.014246350146343244,0.014040939652235742,0.01445472161683776,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-06-01,2018-06-30,17781,1259363,0.014119042722392193,0.013914462737673482,0.014326586881849663,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-07-01,2018-07-31,17611,1245551,0.014139123970034145,0.013933275756857511,0.01434796910391749,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-08-01,2018-08-31,17253,1236564,0.013952371248071268,0.013747141585123916,0.014160620772749044,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-09-01,2018-09-30,17091,1239509,0.013788524326971406,0.013584736261627919,0.013995326094633212,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-10-01,2018-10-31,17132,1230530,0.013922456177419485,0.013716946867189694,0.014131000344238096,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-11-01,2018-11-30,17026,1232930,0.013809380905647522,0.01360490035002849,0.014016891114893465,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2018-12-01,2018-12-31,16930,1232177,0.013739909120199453,0.013535878470539378,0.01394697170811471,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-01-01,2019-01-31,14696,1208621,0.012159312141688751,0.011965467446831662,0.012356257914480338,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-02-01,2019-02-28,14310,1206155,0.011864146813635063,0.011672466156652845,0.01205893676885308,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-03-01,2019-03-31,14306,1202719,0.011894715224420666,0.011702516947807506,0.012090031486802443,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-04-01,2019-04-30,13946,1146894,0.01215979855156623,0.01196084374437146,0.012362021336042322,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-05-01,2019-05-31,13923,1146424,0.012144721324745469,0.011945849004637849,0.01234686306294591,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-06-01,2019-06-30,12658,1076684,0.01175646707854858,0.011554603565199972,0.011961814549556906,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-07-01,2019-07-31,12427,1057302,0.011753500891892761,0.011549837073539595,0.011960712555622595,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-08-01,2019-08-31,12293,1056507,0.011635512116815128,0.011432794635161407,0.011841780971528307,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-09-01,2019-09-30,12225,1054604,0.01159202885632901,0.011389508592402859,0.01179810721841277,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-10-01,2019-10-31,12185,1047655,0.011630737217881841,0.011427214236410367,0.011837841614100232,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-11-01,2019-11-30,12152,1046275,0.011614537287042126,0.011411022797355893,0.011821638034175793,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2019-12-01,2019-12-31,12185,1046880,0.0116393473941617,0.011435674609496365,0.01184660418167881,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-01-01,2020-01-31,10759,1020353,0.010544390029725006,0.010348034539586859,0.010744430943420603,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-02-01,2020-02-29,10715,1029888,0.010404043934874471,0.010209894879723944,0.01060184533996757,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-03-01,2020-03-31,10926,1030218,0.01060552232634258,0.01040953546865259,0.01080515886152416,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-04-01,2020-04-30,10827,1018740,0.010627834383650392,0.010430549799019615,0.010828809597751902,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-05-01,2020-05-31,9421,782716,0.012036294134781965,0.011797096645592644,0.012280281313417718,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-06-01,2020-06-30,9528,788701,0.012080623709111565,0.011841888976372615,0.01232411135344257,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-07-01,2020-07-31,9482,786705,0.012052802511742013,0.011814042963915325,0.0122963273017194,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-08-01,2020-08-31,9030,749347,0.012050491961667959,0.011805936176743408,0.012300050577944664,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-09-01,2020-09-30,9109,748683,0.01216669805511812,0.011920860194577361,0.01241754199146257,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-10-01,2020-10-31,9047,747431,0.01210412733750674,0.011858718085420621,0.012354551694053232,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-11-01,2020-11-30,9042,751832,0.012026622968961152,0.011782709102892653,0.012275523374723799,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2020-12-01,2020-12-31,10107,839856,0.012034205863862377,0.011803229354023939,0.012269646214955148,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-01-01,2021-01-31,8122,760270,0.010683046812316677,0.010454417460321606,0.010916620937690589,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-02-01,2021-02-28,7900,748563,0.010553553942687522,0.010324564125152534,0.010787567195040435,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-03-01,2021-03-31,7980,751904,0.010613056985998213,0.01038392744455482,0.010847187033315638,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-04-01,2021-04-30,7968,752492,0.010588816891076583,0.010360037748302122,0.01082259287982073,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-05-01,2021-05-31,7947,751563,0.010573963859317184,0.010345205578258774,0.010807725314703934,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-06-01,2021-06-30,7970,751063,0.010611626454771437,0.010382385509313677,0.01084587352000583,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-07-01,2021-07-31,8010,753775,0.01062651321680873,0.010397520063585831,0.010860494326694826,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-08-01,2021-08-31,8079,753844,0.010717071436530634,0.01048711472668852,0.010952014723552853,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-09-01,2021-09-30,8072,752499,0.010726924554052563,0.010496658827674083,0.010962185669864408,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-10-01,2021-10-31,8005,751224,0.010655942834627221,0.010426247872293399,0.01089064239061695,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-11-01,2021-11-30,7987,750380,0.010643940403528878,0.010414247210908641,0.010878643941648938,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
17,2021-12-01,2021-12-31,7904,750703,0.010528797673647235,0.010300399437303227,0.010762205278132868,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
18,2018-01-01,2018-12-31,29266,1534484,0.019072209289898102,0.01885699588540092,0.01928983061742188,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
18,2019-01-01,2019-12-31,20821,1372123,0.01517429559886395,0.014971105291901732,0.015380200579021673,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
18,2020-01-01,2020-12-31,16648,1265323,0.01315711482364582,0.012960045953387135,0.013357139747367177,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
18,2021-01-01,2021-12-31,11833,870739,0.013589606070246079,0.013348558281921627,0.013834945654975327,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,9,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-01-01,2018-01-31,107149,1882815,0.05690893688439916,0.056578928926241674,0.05724075289337415,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-02-01,2018-02-28,104921,1875419,0.05594536474249221,0.05561736151018731,0.056275187103324034,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-03-01,2018-03-31,103740,1870890,0.05544954540352453,0.0551225239385271,0.05577839243684358,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-04-01,2018-04-30,96922,1773593,0.054647261237499245,0.05431372008349537,0.054982731583263764,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-05-01,2018-05-31,95973,1772815,0.05413593634981653,0.05380380225079298,0.05447000270316871,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-06-01,2018-06-30,95122,1768712,0.05378037803780378,0.05344889529026342,0.05411379906651126,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-07-01,2018-07-31,94015,1753897,0.053603489828650146,0.05327113283309839,0.05393780225266282,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-08-01,2018-08-31,92267,1742581,0.05294847126188108,0.052616975984764745,0.0532819375535472,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-09-01,2018-09-30,91228,1739990,0.052430186380381494,0.05209998811207671,0.052762360886725104,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-10-01,2018-10-31,90871,1732219,0.05245930220139601,0.05212827920183467,0.05279231017554611,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-11-01,2018-11-30,90026,1730255,0.05203048105626049,0.05170055744668971,0.052362393797652146,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2018-12-01,2018-12-31,89435,1727171,0.051781207535328,0.051451741857323936,0.052112667005729425,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2019-01-01,2019-01-31,87452,1774851,0.04927286853938725,0.04895542390886044,0.04959226425872923,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2019-02-01,2019-02-28,85495,1768362,0.048347001349271244,0.04803183611050738,0.04866412885891241,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
19,2019-03-01,2019-03-31,84583,1763600,0.04796042186436834,0.04764603771795908,0.04827677526417101,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
