cdm_name,result_type,group_name,group_level,strata_name,strata_level,variable,variable_level,variable_type,estimate_type,estimate
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,rosuvastatin,181 to 365,binary,count,687
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,rosuvastatin,181 to 365,binary,percentage,2.43065383526748
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,evolocumab,181 to 365,binary,count,47
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,evolocumab,181 to 365,binary,percentage,0.166289272572884
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,alirocumab,181 to 365,binary,count,6
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,alirocumab,181 to 365,binary,percentage,0.0212284177752618
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,fluvastatin,181 to 365,binary,count,5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,fluvastatin,181 to 365,binary,percentage,0.0176903481460515
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,atorvastatin,181 to 365,binary,count,1385
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,atorvastatin,181 to 365,binary,percentage,4.90022643645627
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,pravastatin,181 to 365,binary,count,279
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,pravastatin,181 to 365,binary,percentage,0.987121426549674
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,cerivastatin,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,cerivastatin,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,unexposed,181 to 365,binary,count,25474
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,60 to 79,unexposed,181 to 365,binary,percentage,90.1287857345033
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,number subjects,NA,numeric,count,6336
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,number records,NA,NA,count,6336
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,0 to 0,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,0 to 0,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,0 to 0,binary,count,111
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,0 to 0,binary,percentage,1.75189393939394
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,0 to 0,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,0 to 0,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,0 to 0,binary,count,16
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,0 to 0,binary,percentage,0.252525252525253
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,0 to 0,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,0 to 0,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,0 to 0,binary,count,6202
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,0 to 0,binary,percentage,97.885101010101
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,1 to 30,binary,count,111
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,1 to 30,binary,percentage,1.75189393939394
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,1 to 30,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,1 to 30,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,1 to 30,binary,count,32
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,1 to 30,binary,percentage,0.505050505050505
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,1 to 30,binary,count,24
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,1 to 30,binary,percentage,0.378787878787879
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,1 to 30,binary,count,12
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,1 to 30,binary,percentage,0.189393939393939
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,1 to 30,binary,count,5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,1 to 30,binary,percentage,0.0789141414141414
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,1 to 30,binary,count,43
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,1 to 30,binary,percentage,0.678661616161616
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,1 to 30,binary,count,6113
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,1 to 30,binary,percentage,96.4804292929293
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,31 to 90,binary,count,175
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,31 to 90,binary,percentage,2.76199494949495
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,31 to 90,binary,count,39
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,31 to 90,binary,percentage,0.615530303030303
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,31 to 90,binary,count,41
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,31 to 90,binary,percentage,0.64709595959596
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,31 to 90,binary,count,5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,31 to 90,binary,percentage,0.0789141414141414
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,31 to 90,binary,count,21
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,31 to 90,binary,percentage,0.331439393939394
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,31 to 90,binary,count,68
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,31 to 90,binary,percentage,1.07323232323232
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,31 to 90,binary,count,5989
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,31 to 90,binary,percentage,94.5233585858586
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,91 to 180,binary,count,29
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,91 to 180,binary,percentage,0.45770202020202
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,91 to 180,binary,count,72
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,91 to 180,binary,percentage,1.13636363636364
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,91 to 180,binary,count,86
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,91 to 180,binary,percentage,1.35732323232323
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,91 to 180,binary,count,49
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,91 to 180,binary,percentage,0.773358585858586
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,91 to 180,binary,count,242
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,91 to 180,binary,percentage,3.81944444444444
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,91 to 180,binary,count,5861
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,91 to 180,binary,percentage,92.5031565656566
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,181 to 365,binary,count,28
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,lovastatin,181 to 365,binary,percentage,0.441919191919192
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,181 to 365,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pitavastatin,181 to 365,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,181 to 365,binary,count,109
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,ezetimibe,181 to 365,binary,percentage,1.72032828282828
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,181 to 365,binary,count,110
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,rosuvastatin,181 to 365,binary,percentage,1.73611111111111
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,181 to 365,binary,count,6
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,evolocumab,181 to 365,binary,percentage,0.0946969696969697
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,181 to 365,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,alirocumab,181 to 365,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,fluvastatin,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,181 to 365,binary,count,343
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,atorvastatin,181 to 365,binary,percentage,5.4135101010101
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,181 to 365,binary,count,52
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,pravastatin,181 to 365,binary,percentage,0.820707070707071
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,cerivastatin,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,181 to 365,binary,count,5707
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group,80 to 150,unexposed,181 to 365,binary,percentage,90.072601010101
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,number subjects,NA,numeric,count,135
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,number records,NA,NA,count,135
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,alirocumab,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,alirocumab,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,fluvastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,fluvastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,lovastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,lovastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pitavastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pitavastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,ezetimibe,0 to 0,binary,count,5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,ezetimibe,0 to 0,binary,percentage,3.7037037037037
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,rosuvastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,rosuvastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,atorvastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,atorvastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pravastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pravastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,evolocumab,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,evolocumab,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,cerivastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,cerivastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,unexposed,0 to 0,binary,count,130
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,unexposed,0 to 0,binary,percentage,96.2962962962963
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,atorvastatin,1 to 30,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,atorvastatin,1 to 30,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,evolocumab,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,evolocumab,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,alirocumab,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,alirocumab,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,rosuvastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,rosuvastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pravastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pravastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,lovastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,lovastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pitavastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pitavastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,ezetimibe,1 to 30,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,ezetimibe,1 to 30,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,fluvastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,fluvastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,cerivastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,cerivastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,unexposed,1 to 30,binary,count,131
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,unexposed,1 to 30,binary,percentage,97.037037037037
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,alirocumab,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,alirocumab,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,atorvastatin,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,atorvastatin,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,rosuvastatin,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,rosuvastatin,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,evolocumab,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,evolocumab,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pravastatin,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pravastatin,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pitavastatin,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pitavastatin,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,lovastatin,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,lovastatin,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,fluvastatin,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,fluvastatin,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,ezetimibe,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,ezetimibe,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,cerivastatin,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,cerivastatin,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,unexposed,31 to 90,binary,count,127
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,unexposed,31 to 90,binary,percentage,94.0740740740741
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,lovastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,lovastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,rosuvastatin,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,rosuvastatin,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,alirocumab,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,alirocumab,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,fluvastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,fluvastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,ezetimibe,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,ezetimibe,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,evolocumab,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,evolocumab,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pitavastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pitavastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pravastatin,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,pravastatin,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,atorvastatin,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,atorvastatin,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,cerivastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,cerivastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,unexposed,91 to 180,binary,count,125
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,0 to 19 and Female,unexposed,91 to 180,binary,percentage,92.5925925925926
