analysis_id,n_persons,person_days,n_events,incidence_start_date,incidence_end_date,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_washout,analysis_repeated_events,analysis_interval,analysis_complete_database_intervals,denominator_cohort_id,analysis_min_cell_count,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,duration_range_min,duration_range_max,impute_duration,gap_era,prior_use_washout,prior_observation,cohort_date_range_start,cohort_date_range_end,limit,cdm_name
15,751341,22929426,144,2020-07-01,2020-07-31,62777.347022587266,229.38210489874453,193.44783900181523,270.05523646378845,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,708851,21602912,165,2020-08-01,2020-08-31,59145.549623545514,278.9728069993527,238.02960308481858,324.93701019598177,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,707168,20826583,152,2020-09-01,2020-09-30,57020.076659822036,266.5727738438898,225.8793429590886,312.47982954420996,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,705735,21569893,147,2020-10-01,2020-10-31,59055.1485284052,248.9198717861048,210.30774626892767,292.5681688695504,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,710928,20921392,130,2020-11-01,2020-11-30,57279.64955509925,226.95669580685643,189.62172349560888,269.4926464900742,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,794043,21799054,149,2020-12-01,2020-12-31,59682.55715263518,249.65418224111926,211.17787189383375,293.1128335663706,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,724344,22064561,176,2021-01-01,2021-01-31,60409.475701574265,291.3450215483553,249.8910150071045,337.71106124418185,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,713334,19969352,136,2021-02-01,2021-02-28,54673.106091718,248.75118631791358,208.70309270547864,294.2448055189368,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,715929,22189391,173,2021-03-01,2021-03-31,60751.241615331965,284.7678424342516,243.91355975673645,330.50754958835984,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,716082,21478176,157,2021-04-01,2021-04-30,58804.041067761806,266.9884537681412,226.85880754092992,312.17144217817736,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,715132,22164864,149,2021-05-01,2021-05-31,60684.090349075974,245.53387740163893,207.69258196300075,288.2752850189528,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,714700,21437215,123,2021-06-01,2021-06-30,58691.89596167009,209.56896686439913,174.17230064861664,250.04545756876104,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,717056,22224302,139,2021-07-01,2021-07-31,60846.82272416153,228.44249506688672,192.04551111781998,269.731026135875,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,716773,22215632,137,2021-08-01,2021-08-31,60823.0855578371,225.24342318958108,189.10670739389684,266.27456203955313,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,715659,21466168,130,2021-09-01,2021-09-30,58771.16495550992,221.19690854930423,184.8094363636418,262.65336683921726,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,713748,22121895,132,2021-10-01,2021-10-31,60566.4476386037,217.94245022860835,182.35064581840905,258.451939176114,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,712170,21360930,134,2021-11-01,2021-11-30,58483.03901437372,229.126259952165,191.97575025622922,271.3685802855669,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
15,712827,22093656,112,2021-12-01,2021-12-31,60489.133470225875,185.15722341291092,152.45788498185613,222.79225302255296,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
16,1343048,407497582,4684,2018-01-01,2018-12-31,1115667.575633128,419.83831943326726,407.90019323852556,432.0371500951093,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
16,1232273,361493273,3391,2019-01-01,2019-12-31,989714.6420260096,342.62401059950014,331.1880767078746,354.35407914662403,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
16,1159395,285980364,2167,2020-01-01,2020-12-31,782971.5646817249,276.76611741077437,265.2347202430147,288.66985162874727,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
16,831469,260786142,1698,2021-01-01,2021-12-31,713993.544147844,237.81727634898638,226.63894702297372,249.4042936071338,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,8,5,Denominator cohort 8,40 to 59,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1311059,40635202,489,2018-01-01,2018-01-31,111253.11978097193,439.53823583798106,401.4390149899058,480.2785772717293,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1306831,36581435,447,2018-02-01,2018-02-28,100154.5106091718,446.31040307740795,405.88969510768555,489.6669109391308,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1306124,40477356,460,2018-03-01,2018-03-31,110820.96098562628,415.0839298890965,378.013753910339,454.8067499526409,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1231402,36930339,356,2018-04-01,2018-04-30,101109.75770020534,352.09262498240264,316.4635650030553,390.63519082752254,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1236075,38306683,298,2018-05-01,2018-05-31,104877.98220396988,284.13971525542945,252.79152890833063,318.30125376358023,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1235254,37047225,320,2018-06-01,2018-06-30,101429.77412731005,315.4892168036878,281.86560372718156,352.0199006639378,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1221807,37865347,326,2018-07-01,2018-07-31,103669.67008898016,314.4603428564909,281.24753431001045,350.5169314988393,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1213176,37598042,318,2018-08-01,2018-08-31,102937.8288843258,308.9243317511055,275.89994282500476,344.8133666748926,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1216184,36476568,270,2018-09-01,2018-09-30,99867.40041067761,270.35849425307777,239.06886762448386,304.60544795639834,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1207411,37419977,314,2018-10-01,2018-10-31,102450.31348391513,306.4900333851087,273.52379330480824,342.33488576864204,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1209870,36287076,262,2018-11-01,2018-11-30,99348.59958932239,263.71785921797607,232.74884672129883,297.660534482037,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1209307,37478052,259,2018-12-01,2018-12-31,102609.31416837782,252.41373270948017,222.60643024556796,285.1005352463211,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1188987,36848502,302,2019-01-01,2019-01-31,100885.70020533881,299.3486682308008,266.535567208321,335.08608501547917,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1186582,33216401,261,2019-02-01,2019-02-28,90941.54962354552,286.9975287208268,253.2322589500411,324.0114851433214,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1183249,36671869,259,2019-03-01,2019-03-31,100402.10540725531,257.96271796237056,227.50014100120634,291.368097033436,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1127727,33824334,254,2019-04-01,2019-04-30,92605.9794661191,274.28034503207067,241.58373061461492,310.16813591805766,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1127240,34937246,231,2019-05-01,2019-05-31,95652.96646132786,241.4979990122862,211.35705042581017,274.73153274343775,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1059134,31768432,195,2019-06-01,2019-06-30,86977.22655715264,224.1966175730675,193.83199942546406,257.9687110209521,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1040100,32236396,206,2019-07-01,2019-07-31,88258.44216290212,233.40543403176954,202.61859558507322,267.5481780538095,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1039360,32212946,234,2019-08-01,2019-08-31,88194.23956194388,265.32345101252145,232.4147365385575,301.58583485246527,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1037491,31118686,220,2019-09-01,2019-09-30,85198.3189596167,258.2210572772899,225.2244697458972,294.6915500183032,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1030586,31941967,221,2019-10-01,2019-10-31,87452.33949349761,252.70907705840406,220.48745977592864,288.3148946218935,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1029196,30870367,182,2019-11-01,2019-11-30,84518.45859000685,215.33757599966336,185.18812753137104,248.99647614401886,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1029845,31919039,186,2019-12-01,2019-12-31,87389.56605065025,212.84005448910915,183.35030559666978,245.72307721205016,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1005562,31164064,304,2020-01-01,2020-01-31,85322.55715263519,356.2949941317024,317.3646619563476,398.682833898493,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1014878,29073694,212,2020-02-01,2020-02-29,79599.43600273786,266.3335453692262,231.6864707455596,304.7003923203644,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1015183,31046493,219,2020-03-01,2020-03-31,85000.66529774127,257.6450422274748,224.649574226989,294.1226669228048,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,1003734,29743406,124,2020-04-01,2020-04-30,81433.00752908966,152.2724061931576,126.65230923004393,181.5533020029745,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,769678,23497478,123,2020-05-01,2020-05-31,64332.58863791923,191.1939230244199,158.90084272231405,228.12142791132345,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,775545,22789627,130,2020-06-01,2020-06-30,62394.59822039699,208.35136968235594,174.07702236492258,247.40033254323407,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,773595,23600581,146,2020-07-01,2020-07-31,64614.86926762491,225.9541830771031,190.7897731716599,265.72184872678116,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,736884,22442354,137,2020-08-01,2020-08-31,61443.816563997265,222.96792038838709,187.19627273478045,263.5845455976624,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,736160,21663629,156,2020-09-01,2020-09-30,59311.783709787815,263.0168749658702,223.36290537227228,307.68133855160085,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,734963,22479730,126,2020-10-01,2020-10-31,61546.146475017114,204.7244339678457,170.54092079440719,243.75052080398717,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,739316,21795134,134,2020-11-01,2020-11-30,59671.82477754962,224.5615925095941,188.15119755266448,265.962358739312,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,825871,22676100,145,2020-12-01,2020-12-31,62083.77823408624,233.5553732784738,197.0882810076997,274.81382908894415,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,748906,22815215,136,2021-01-01,2021-01-31,62464.654346338124,217.72312906102354,182.67044696814537,257.54208739997375,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,737365,20642785,137,2021-02-01,2021-02-28,56516.865160848734,242.40551844143124,203.51541810828778,286.56296527972756,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,740652,22955801,177,2021-03-01,2021-03-31,62849.55783709788,281.6248929845663,241.66288288844763,326.3079059858593,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,741180,22232035,129,2021-04-01,2021-04-30,60867.994524298425,211.93404022618714,176.94164160245566,251.82133534141977,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,740189,22942646,129,2021-05-01,2021-05-31,62813.54140999316,205.36972936774598,171.46116315717245,244.0215806431909,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,739658,22186455,139,2021-06-01,2021-06-30,60743.20328542095,228.83218612437182,192.37311399350588,270.1911496727882,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,742317,23008433,116,2021-07-01,2021-07-31,62993.65639972621,184.1455261207923,152.16301129303886,220.86501789234393,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,742356,23009559,134,2021-08-01,2021-08-31,62996.73921971252,212.70942220144246,178.22073699547195,251.92509111884218,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,740969,22226106,113,2021-09-01,2021-09-30,60851.76180698152,185.6971707054758,153.04075132055607,223.25921419003768,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,739722,22928258,112,2021-10-01,2021-10-31,62774.1492128679,178.41739219787215,146.90832880878676,214.68248472017567,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,738856,22162291,122,2021-11-01,2021-11-30,60677.04585900068,201.0645018603898,166.97191652493294,240.07129514868925,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
17,739169,22911145,117,2021-12-01,2021-12-31,62727.29637234771,186.5216688210039,154.2585020160947,223.54132460979275,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
18,1507269,453103302,4119,2018-01-01,2018-12-31,1240529.232032854,332.03570650650437,321.97229452583093,342.3336588387384,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
18,1352420,397566185,2751,2019-01-01,2019-12-31,1088476.8925393566,252.73848428532725,243.3814039058387,262.36318076383986,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
18,1248196,301972290,1956,2020-01-01,2020-12-31,826755.0718685832,236.58760212733426,226.21793955620376,247.31001639893384,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
18,858884,270020729,1561,2021-01-01,2021-12-31,739276.4654346338,211.1524000811064,200.80637598618893,221.8932723695467,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,9,5,Denominator cohort 9,40 to 59,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
19,1754556,54371088,1316,2018-01-01,2018-01-31,148859.92607802874,884.0525685268613,836.9282587118969,933.139268906676,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
19,1747165,48897649,1044,2018-02-01,2018-02-28,133874.46680355922,779.8350386948051,733.2421616711395,828.6124251895833,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
19,1742845,54001969,981,2018-03-01,2018-03-31,147849.33333333334,663.5133063388855,622.6370303503967,706.3682522608369,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
19,1653688,49579038,735,2018-04-01,2018-04-30,135740.00821355236,541.4763190846907,503.033007960816,582.0783598642867,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
19,1653909,51238700,698,2018-05-01,2018-05-31,140283.9151266256,497.56238936585044,461.33009730558825,535.8841547864565,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
19,1650829,49495912,633,2018-06-01,2018-06-30,135512.4216290212,467.11584989079506,431.4306941417459,504.9654061665118,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
19,1637825,50743611,630,2018-07-01,2018-07-31,138928.43531827515,453.4708812898633,418.74738372820514,490.305626340213,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
19,1628272,50448975,643,2018-08-01,2018-08-31,138121.7659137577,465.53126203257847,430.2393211924315,502.9464968044804,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
